ticker,date,drop_pts,underlying_open,underlying_high,underlying_low,underlying_close,strike,contract,offset_from_low,opt_open,opt_high,opt_low,opt_close
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,239.0,O:IWM260330C00239000,0.31,5.06,5.06,0.2,0.2
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,240.0,O:IWM260330C00240000,1.31,4.58,4.8,0.01,0.02
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,241.0,O:IWM260330C00241000,2.31,4.44,4.44,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,242.0,O:IWM260330C00242000,3.31,3.7,3.7,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,243.0,O:IWM260330C00243000,4.31,2.74,2.74,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,244.0,O:IWM260330C00244000,5.31,2.15,2.15,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,245.0,O:IWM260330C00245000,6.31,1.62,1.62,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,246.0,O:IWM260330C00246000,7.31,1.19,1.19,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,247.0,O:IWM260330C00247000,8.31,0.76,0.76,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,248.0,O:IWM260330C00248000,9.31,0.46,0.5,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,249.0,O:IWM260330C00249000,10.31,0.29,0.29,0.01,0.01
IWM,2026-03-30,6.66,245.35,245.37,238.69,239.61,250.0,O:IWM260330C00250000,11.31,0.19,0.22,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,259.0,O:IWM260408C00259000,0.59,2.65,3.55,0.29,1.23
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,260.0,O:IWM260408C00260000,1.59,2.31,2.76,0.06,0.24
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,261.0,O:IWM260408C00261000,2.59,1.66,2.0,0.01,0.02
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,262.0,O:IWM260408C00262000,3.59,1.26,1.5,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,263.0,O:IWM260408C00263000,4.59,0.7,0.9,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,264.0,O:IWM260408C00264000,5.59,0.44,0.54,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,265.0,O:IWM260408C00265000,6.59,0.22,0.32,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,266.0,O:IWM260408C00266000,7.59,0.16,0.18,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,267.0,O:IWM260408C00267000,8.59,0.08,0.1,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,268.0,O:IWM260408C00268000,9.59,0.05,0.05,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,269.0,O:IWM260408C00269000,10.59,0.02,0.04,0.01,0.01
IWM,2026-04-08,3.11,261.52,262.27,258.41,260.47,270.0,O:IWM260408C00270000,11.59,0.02,0.02,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,274.0,O:IWM260421C00274000,0.24,4.2,5.64,0.27,1.86
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,275.0,O:IWM260421C00275000,1.24,3.49,4.71,0.03,1.03
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,276.0,O:IWM260421C00276000,2.24,2.48,3.81,0.01,0.25
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,277.0,O:IWM260421C00277000,3.24,1.74,2.9,0.01,0.04
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,278.0,O:IWM260421C00278000,4.24,1.21,2.05,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,279.0,O:IWM260421C00279000,5.24,0.7,1.29,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,280.0,O:IWM260421C00280000,6.24,0.36,0.72,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,281.0,O:IWM260421C00281000,7.24,0.18,0.37,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,282.0,O:IWM260421C00282000,8.24,0.1,0.18,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,282.5,O:IWM260421C00282500,8.74,0.04,0.13,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,283.0,O:IWM260421C00283000,9.24,0.06,0.09,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,284.0,O:IWM260421C00284000,10.24,0.04,0.05,0.01,0.01
IWM,2026-04-21,4.42,278.175,279.79,273.76,274.51,285.0,O:IWM260421C00285000,11.24,0.03,0.03,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,272.0,O:IWM260423C00272000,0.05,5.46,5.59,1.01,2.97
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,272.5,O:IWM260423C00272500,0.55,3.65,4.33,0.75,2.23
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,273.0,O:IWM260423C00273000,1.05,4.43,4.61,0.52,2.13
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,274.0,O:IWM260423C00274000,2.05,3.25,3.84,0.22,1.09
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,275.0,O:IWM260423C00275000,3.05,2.17,2.9,0.07,0.2
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,276.0,O:IWM260423C00276000,4.05,1.68,1.99,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,277.0,O:IWM260423C00277000,5.05,0.83,1.33,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,277.5,O:IWM260423C00277500,5.55,0.8,1.05,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,278.0,O:IWM260423C00278000,6.05,0.41,0.79,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,279.0,O:IWM260423C00279000,7.05,0.23,0.4,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,280.0,O:IWM260423C00280000,8.05,0.13,0.17,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,281.0,O:IWM260423C00281000,9.05,0.07,0.08,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,282.0,O:IWM260423C00282000,10.05,0.04,0.04,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,282.5,O:IWM260423C00282500,10.55,0.02,0.02,0.01,0.01
IWM,2026-04-23,4.78,276.73,277.87,271.95,275.52,283.0,O:IWM260423C00283000,11.05,0.01,0.02,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,273.0,O:IWM260428C00273000,0.08,3.19,3.82,0.42,1.26
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,274.0,O:IWM260428C00274000,1.08,2.25,2.85,0.05,0.27
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,275.0,O:IWM260428C00275000,2.08,1.68,2.21,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,276.0,O:IWM260428C00276000,3.08,0.93,1.47,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,277.0,O:IWM260428C00277000,4.08,0.63,0.86,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,278.0,O:IWM260428C00278000,5.08,0.26,0.45,0.01,0.03
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,279.0,O:IWM260428C00279000,6.08,0.11,0.25,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,280.0,O:IWM260428C00280000,7.08,0.05,0.09,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,281.0,O:IWM260428C00281000,8.08,0.03,0.04,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,282.0,O:IWM260428C00282000,9.08,0.03,0.03,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,282.5,O:IWM260428C00282500,9.58,0.01,0.01,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,283.0,O:IWM260428C00283000,10.08,0.01,0.01,0.01,0.01
IWM,2026-04-28,3.13,276.05,276.97,272.915,273.91,284.0,O:IWM260428C00284000,11.08,0.01,0.01,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,271.0,O:IWM260429C00271000,0.64,3.57,3.57,0.01,0.39
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,272.0,O:IWM260429C00272000,1.64,2.5,2.62,0.02,0.02
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,273.0,O:IWM260429C00273000,2.64,1.82,1.88,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,274.0,O:IWM260429C00274000,3.64,1.11,1.35,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,275.0,O:IWM260429C00275000,4.64,0.7,0.81,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,276.0,O:IWM260429C00276000,5.64,0.37,0.46,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,277.0,O:IWM260429C00277000,6.64,0.23,0.23,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,278.0,O:IWM260429C00278000,7.64,0.1,0.11,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,279.0,O:IWM260429C00279000,8.64,0.03,0.05,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,280.0,O:IWM260429C00280000,9.64,0.03,0.03,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,281.0,O:IWM260429C00281000,10.64,0.03,0.03,0.01,0.01
IWM,2026-04-29,3.56,273.92,274.38,270.36,272.08,282.0,O:IWM260429C00282000,11.64,0.01,0.02,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,282.0,O:IWM260507C00282000,0.85,5.2,5.2,0.08,0.63
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,283.0,O:IWM260507C00283000,1.85,3.98,3.98,0.01,0.02
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,284.0,O:IWM260507C00284000,2.85,3.64,3.64,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,285.0,O:IWM260507C00285000,3.85,2.71,2.71,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,286.0,O:IWM260507C00286000,4.85,1.88,1.88,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,287.0,O:IWM260507C00287000,5.85,1.22,1.22,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,287.5,O:IWM260507C00287500,6.35,0.94,0.94,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,288.0,O:IWM260507C00288000,6.85,0.64,0.64,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,289.0,O:IWM260507C00289000,7.85,0.37,0.37,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,290.0,O:IWM260507C00290000,8.85,0.2,0.2,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,291.0,O:IWM260507C00291000,9.85,0.09,0.09,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,292.0,O:IWM260507C00292000,10.85,0.06,0.06,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,292.5,O:IWM260507C00292500,11.35,0.05,0.05,0.01,0.01
IWM,2026-05-07,6.38,287.53,287.58,281.15,282.26,293.0,O:IWM260507C00293000,11.85,0.02,0.03,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,279.0,O:IWM260512C00279000,0.72,3.54,3.78,0.28,3.18
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,280.0,O:IWM260512C00280000,1.72,4.16,4.16,0.09,2.25
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,281.0,O:IWM260512C00281000,2.72,3.2,3.2,0.02,1.33
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,282.0,O:IWM260512C00282000,3.72,1.89,1.89,0.01,0.38
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,283.0,O:IWM260512C00283000,4.72,1.49,1.49,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,284.0,O:IWM260512C00284000,5.72,1.29,1.29,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,285.0,O:IWM260512C00285000,6.72,1.02,1.02,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,286.0,O:IWM260512C00286000,7.72,0.3,0.46,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,287.0,O:IWM260512C00287000,8.72,0.15,0.15,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,287.5,O:IWM260512C00287500,9.22,0.07,0.07,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,288.0,O:IWM260512C00288000,9.72,0.08,0.08,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,289.0,O:IWM260512C00289000,10.72,0.12,0.12,0.01,0.01
IWM,2026-05-12,5.76,284.04,284.06,278.28,282.57,290.0,O:IWM260512C00290000,11.72,0.03,0.03,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,618.0,O:QQQ260108C00618000,0.2,5.56,5.71,1.1,2.21
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,619.0,O:QQQ260108C00619000,1.2,4.57,4.8,0.55,1.6
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,620.0,O:QQQ260108C00620000,2.2,3.73,3.88,0.19,0.7
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,621.0,O:QQQ260108C00621000,3.2,2.95,3.18,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,622.0,O:QQQ260108C00622000,4.2,2.25,2.56,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,623.0,O:QQQ260108C00623000,5.2,1.6,1.82,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,624.0,O:QQQ260108C00624000,6.2,1.06,1.25,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,625.0,O:QQQ260108C00625000,7.2,0.68,0.81,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,626.0,O:QQQ260108C00626000,8.2,0.4,0.48,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,627.0,O:QQQ260108C00627000,9.2,0.22,0.26,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,628.0,O:QQQ260108C00628000,10.2,0.1,0.13,0.01,0.01
QQQ,2026-01-08,5.23,623.03,623.42,617.8,620.47,629.0,O:QQQ260108C00629000,11.2,0.06,0.07,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,624.0,O:QQQ260113C00624000,0.3,3.87,5.44,0.38,2.41
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,625.0,O:QQQ260113C00625000,1.3,3.09,4.65,0.08,1.28
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,626.0,O:QQQ260113C00626000,2.3,2.36,3.86,0.01,0.35
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,627.0,O:QQQ260113C00627000,3.3,1.73,3.05,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,628.0,O:QQQ260113C00628000,4.3,1.19,2.3,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,629.0,O:QQQ260113C00629000,5.3,0.76,1.65,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,630.0,O:QQQ260113C00630000,6.3,0.46,1.1,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,631.0,O:QQQ260113C00631000,7.3,0.25,0.68,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,632.0,O:QQQ260113C00632000,8.3,0.15,0.38,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,633.0,O:QQQ260113C00633000,9.3,0.08,0.2,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,634.0,O:QQQ260113C00634000,10.3,0.05,0.1,0.01,0.01
QQQ,2026-01-13,3.57,627.27,629.47,623.695,626.24,635.0,O:QQQ260113C00635000,11.3,0.03,0.05,0.01,0.01
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,615.0,O:QQQ260114C00615000,0.44,7.61,8.67,0.86,4.5
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,616.0,O:QQQ260114C00616000,1.44,6.4,7.33,0.48,3.5
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,617.0,O:QQQ260114C00617000,2.44,5.78,6.48,0.24,2.66
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,618.0,O:QQQ260114C00618000,3.44,4.82,5.95,0.09,1.69
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,619.0,O:QQQ260114C00619000,4.44,4.13,5.07,0.04,0.68
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,620.0,O:QQQ260114C00620000,5.44,3.35,4.41,0.01,0.06
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,621.0,O:QQQ260114C00621000,6.44,2.71,3.69,0.01,0.01
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,622.0,O:QQQ260114C00622000,7.44,2.12,3.03,0.01,0.01
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,623.0,O:QQQ260114C00623000,8.44,1.62,2.42,0.01,0.01
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,624.0,O:QQQ260114C00624000,9.44,1.15,1.89,0.01,0.01
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,625.0,O:QQQ260114C00625000,10.44,0.89,1.42,0.01,0.01
QQQ,2026-01-14,7.68,622.24,623.45,614.56,619.55,626.0,O:QQQ260114C00626000,11.44,0.59,1.03,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,621.0,O:QQQ260115C00621000,0.25,5.94,6.46,0.35,0.56
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,622.0,O:QQQ260115C00622000,1.25,4.98,5.52,0.02,0.02
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,623.0,O:QQQ260115C00623000,2.25,4.26,4.55,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,624.0,O:QQQ260115C00624000,3.25,3.43,3.82,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,625.0,O:QQQ260115C00625000,4.25,2.72,3.0,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,626.0,O:QQQ260115C00626000,5.25,0.72,2.25,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,627.0,O:QQQ260115C00627000,6.25,1.41,1.61,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,628.0,O:QQQ260115C00628000,7.25,0.94,1.08,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,629.0,O:QQQ260115C00629000,8.25,0.57,0.68,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,630.0,O:QQQ260115C00630000,9.25,0.34,0.38,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,631.0,O:QQQ260115C00631000,10.25,0.17,0.19,0.01,0.01
QQQ,2026-01-15,5.85,626.6,630.0,620.75,621.78,632.0,O:QQQ260115C00632000,11.25,0.08,0.11,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,619.0,O:QQQ260116C00619000,0.12,6.68,7.22,1.52,1.82
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,620.0,O:QQQ260116C00620000,1.12,5.88,6.13,0.8,0.95
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,621.0,O:QQQ260116C00621000,2.12,5.0,5.24,0.06,0.1
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,622.0,O:QQQ260116C00622000,3.12,4.13,4.44,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,623.0,O:QQQ260116C00623000,4.12,3.22,3.5,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,624.0,O:QQQ260116C00624000,5.12,2.5,2.75,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,625.0,O:QQQ260116C00625000,6.12,1.9,2.05,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,626.0,O:QQQ260116C00626000,7.12,1.34,1.45,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,627.0,O:QQQ260116C00627000,8.12,0.83,1.0,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,628.0,O:QQQ260116C00628000,9.12,0.55,0.59,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,629.0,O:QQQ260116C00629000,10.12,0.34,0.36,0.01,0.01
QQQ,2026-01-16,6.62,625.5,626.08,618.88,621.26,630.0,O:QQQ260116C00630000,11.12,0.18,0.21,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,608.0,O:QQQ260120C00608000,0.95,4.72,7.1,0.17,0.69
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,609.0,O:QQQ260120C00609000,1.95,3.84,6.1,0.02,0.11
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,610.0,O:QQQ260120C00610000,2.95,3.35,5.25,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,611.0,O:QQQ260120C00611000,3.95,2.8,4.4,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,612.0,O:QQQ260120C00612000,4.95,2.11,3.6,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,613.0,O:QQQ260120C00613000,5.95,1.79,2.83,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,614.0,O:QQQ260120C00614000,6.95,1.38,2.25,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,615.0,O:QQQ260120C00615000,7.95,0.97,1.8,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,616.0,O:QQQ260120C00616000,8.95,0.97,1.39,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,617.0,O:QQQ260120C00617000,9.95,0.55,1.06,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,618.0,O:QQQ260120C00618000,10.95,0.39,0.8,0.01,0.01
QQQ,2026-01-20,3.48,610.53,615.055,607.05,608.06,619.0,O:QQQ260120C00619000,11.95,0.28,0.6,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,618.0,O:QQQ260122C00618000,0.22,4.83,4.89,1.22,2.35
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,619.0,O:QQQ260122C00619000,1.22,4.0,4.0,0.59,1.35
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,620.0,O:QQQ260122C00620000,2.22,3.24,3.24,0.22,0.49
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,621.0,O:QQQ260122C00621000,3.22,2.58,2.58,0.02,0.03
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,622.0,O:QQQ260122C00622000,4.22,1.96,1.96,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,623.0,O:QQQ260122C00623000,5.22,1.4,1.4,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,624.0,O:QQQ260122C00624000,6.22,1.0,1.0,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,625.0,O:QQQ260122C00625000,7.22,0.66,0.66,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,626.0,O:QQQ260122C00626000,8.22,0.4,0.4,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,627.0,O:QQQ260122C00627000,9.22,0.24,0.25,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,628.0,O:QQQ260122C00628000,10.22,0.14,0.14,0.01,0.01
QQQ,2026-01-22,4.57,622.35,622.46,617.78,620.76,629.0,O:QQQ260122C00629000,11.22,0.06,0.06,0.01,0.01
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,632.0,O:QQQ260128C00632000,0.19,4.56,5.51,0.25,2.09
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,633.0,O:QQQ260128C00633000,1.19,3.78,4.75,0.12,1.34
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,634.0,O:QQQ260128C00634000,2.19,3.16,4.0,0.08,0.6
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,635.0,O:QQQ260128C00635000,3.19,2.72,3.3,0.02,0.24
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,636.0,O:QQQ260128C00636000,4.19,2.1,2.67,0.01,0.1
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,637.0,O:QQQ260128C00637000,5.19,1.6,2.11,0.01,0.06
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,638.0,O:QQQ260128C00638000,6.19,1.17,1.6,0.01,0.01
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,639.0,O:QQQ260128C00639000,7.19,0.87,1.19,0.01,0.02
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,640.0,O:QQQ260128C00640000,8.19,0.57,0.85,0.01,0.01
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,641.0,O:QQQ260128C00641000,9.19,0.34,0.58,0.01,0.01
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,642.0,O:QQQ260128C00642000,10.19,0.25,0.38,0.01,0.01
QQQ,2026-01-28,3.65,635.46,636.6,631.81,633.22,643.0,O:QQQ260128C00643000,11.19,0.16,0.25,0.01,0.01
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,619.0,O:QQQ260129C00619000,0.73,11.0,11.62,2.25,10.38
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,620.0,O:QQQ260129C00620000,1.73,13.22,13.22,1.8,8.9
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,621.0,O:QQQ260129C00621000,2.73,11.09,11.09,1.44,7.9
QQQ,2026-01-29,14.38,632.65,633.67,618.27,629.43,622.0,O:QQQ260129C00622000,3.73,10.85,10.85,1.11,7.25
